Enrollment_ID,Employee_ID,Date,Course,Assessment_ID,Status,Sys
904-1200,664013,2023-02-08,904,S66657,,
104-340,664276,2019-07-17,104,S87237,,
101-969,664276,2019-12-25,101,S55058,EXT,
101-2,664311,2019-01-02,101,P93340,EXT,
991-78,664311,2019-06-15,991,A11894,PPD,X
104-748,664311,2019-12-04,104,S55009,,
902-477,664407,2019-10-17,902,D81927,,
104-2984,664507,2022-10-06,104,D40622,DNL,
105-906,664507,2023-03-15,105,D38670,,
904-115,664640,2021-03-03,904,X44750,,
101-847,664857,2019-11-10,101,X22474,,
104-929,664857,2020-01-27,104,A39642,,
902-1285,664992,2020-12-02,902,X23103,DNL,
901-1152,664992,2021-05-28,901,S56222,EXT,
104-250,665002,2019-06-12,104,S14356,EXT,
902-423,665002,2019-09-22,902,X74463,,
104-1436,665027,2020-07-17,104,X71609,,
102-926,665027,2020-11-02,102,A32318,PPE,
992-11,665057,2021-01-12,992,A24873,EXT,
104-2309,665057,2021-08-04,104,D23750,,A
101-2620,665131,2021-09-07,101,P40113,PPD,
902-1399,665193,2021-02-11,902,S96312,,
103-309,665193,2021-07-13,103,D38775,PPD,A
904-546,665193,2021-11-08,904,D76360,,
101-786,665228,2019-10-22,101,P72862,PPD,
102-490,665228,2020-01-29,102,X99113,PPE,
991-685,665228,2020-05-06,991,P74690,PPD,
103-6,665235,2021-01-05,103,P94790,PPD,
101-261,665253,2019-04-15,101,A95874,,
901-1314,665325,2021-10-12,901,A10070,PPD,
991-1576,665325,2022-01-15,991,D31171,,X
101-2694,665409,2021-10-13,101,P30048,EXT,
105-570,665409,2022-04-25,105,S86131,PPE,
991-1836,665411,2022-09-27,991,D13516,,
904-33,665530,2021-01-20,904,S75421,,X
104-2335,665530,2021-08-18,104,A15297,,
102-1431,665563,2021-12-03,102,A81110,,
902-1848,665571,2022-02-05,902,D62619,,
992-444,665571,2022-06-24,992,X14965,DNL,
102-1544,665633,2022-02-26,102,P89271,EXT,
101-316,665694,2019-05-10,101,P31563,EXT,
104-320,665694,2019-07-12,104,S12326,,
901-1422,665753,2022-02-10,901,D73884,,
991-1762,665753,2022-07-18,991,S56127,,
904-1176,665753,2023-01-14,904,S55263,,
102-1628,665821,2022-04-24,102,A38752,,
103-549,665900,2021-12-07,103,A40876,PPE,
902-1317,666050,2020-12-20,902,S80934,,
105-103,666050,2021-03-21,105,A21140,PPD,
991-1468,666050,2021-10-03,991,X93500,,
104-2676,666050,2022-03-26,104,S66349,,X
992-243,666056,2021-10-03,992,X16605,,
102-1651,666056,2022-05-13,102,S97567,,A
101-784,666098,2019-10-21,101,P81972,DNL,
104-1022,666098,2020-02-29,104,P15871,,X
101-2326,666415,2021-04-21,101,X72776,PPE,
901-453,666419,2020-01-12,901,P89012,DNL,
101-1390,666419,2020-05-20,101,S72839,,
991-1072,666419,2020-10-30,991,A15090,,
102-1818,666485,2022-10-15,102,X83956,,
104-1621,666488,2020-09-07,104,P32921,,X
902-1407,666488,2021-02-16,902,A14697,,
103-381,666599,2021-08-28,103,A67762,,
904-657,666599,2022-01-27,904,X31855,EXT,
101-450,666660,2019-07-01,101,A97063,,
102-1515,666673,2022-02-03,102,A70420,PPD,
101-3478,666675,2022-09-26,101,X85824,PPD,A
104-3116,666675,2023-01-20,104,S96349,PPD,A
901-1801,666675,2023-06-10,901,S82899,,
101-1427,666833,2020-06-02,101,S60317,,
102-972,666833,2020-12-01,102,P26026,DNL,
101-1440,666869,2020-06-06,101,X10783,EXT,
991-1078,666869,2020-11-01,991,X25384,PPD,A
101-2811,667059,2021-11-29,101,S65833,PPE,
105-536,667059,2022-03-28,105,P11778,,A
101-2296,667130,2021-04-11,101,S32702,,
105-377,667130,2021-11-16,105,A74880,PPD,
101-412,667246,2019-06-17,101,X26566,PPD,
901-624,667391,2020-05-02,901,X58670,,
991-1032,667391,2020-10-03,991,S84002,,
901-1368,667424,2021-12-16,901,D51608,PPD,
103-702,667560,2022-03-22,103,A10447,,
991-1750,667560,2022-07-10,991,P51331,,
902-806,667592,2020-04-14,902,P20020,,
991-891,667592,2020-07-29,991,S32163,EXT,
902-2002,667696,2022-06-05,902,S16557,EXT,
101-2060,667702,2020-12-29,101,D77484,,A
101-3182,667772,2022-05-21,101,S87952,PPE,
103-1078,667772,2022-12-05,103,S70588,,
991-2019,667772,2023-08-18,991,S31889,,
901-426,667818,2019-12-27,901,D95892,PPE,X
102-680,667818,2020-06-01,102,X57380,,
101-1067,667911,2020-02-01,101,A41496,,A
102-665,667911,2020-05-21,102,S63520,,A
991-1430,667942,2021-08-27,991,P29480,PPD,
901-27,667976,2019-01-28,901,X51474,DNL,
904-1035,668030,2022-09-27,904,D85743,PPE,
104-1494,668099,2020-08-02,104,D57916,PPD,
902-1304,668099,2020-12-13,902,D87366,,X
102-796,668134,2020-08-15,102,X68331,,A
902-1276,668134,2020-11-28,902,S12754,,
902-1205,668237,2020-10-18,902,D40364,,
992-135,668237,2021-06-18,992,S31726,EXT,
101-2803,668286,2021-11-25,101,P73574,PPE,
102-1611,668286,2022-04-16,102,A85107,DNL,X
991-1759,668286,2022-07-16,991,S34870,DNL,A
104-1887,668434,2020-11-27,104,S65703,,
105-15,668434,2021-01-07,105,D36895,,
101-614,668479,2019-08-26,101,A17610,PPD,
102-504,668537,2020-02-11,102,S80796,,
101-2233,668594,2021-03-17,101,S43389,EXT,
101-24,668655,2019-01-11,101,X65361,,
103-286,668717,2021-06-29,103,D35634,,
992-341,668717,2022-02-02,992,D89354,,
101-1857,668769,2020-10-23,101,A59678,EXT,A
992-132,668869,2021-06-15,992,X36204,,
104-2384,668869,2021-09-15,104,S52564,,
102-281,668985,2019-09-19,102,X54263,PPD,
101-1288,668993,2020-04-16,101,D10261,DNL,
991-1042,668993,2020-10-07,991,D78723,,
902-1557,669068,2021-06-05,902,A27321,,
103-619,669068,2022-01-23,103,S68784,,A
102-1315,669158,2021-08-21,102,S21071,,
901-88,669440,2019-04-06,901,D16316,,
902-405,669440,2019-09-14,902,P85523,DNL,
991-15,669497,2019-02-28,991,S17667,,
901-219,669497,2019-07-10,901,P30088,,
101-1614,669526,2020-07-30,101,S43146,,
991-1230,669526,2021-01-13,991,P52575,,
902-2106,669600,2022-08-21,902,P84867,,
991-1815,669600,2022-09-07,991,A29374,EXT,
904-1136,669600,2022-12-01,904,D88756,DNL,
102-1694,669658,2022-06-28,102,P30245,,
104-3088,669658,2022-12-17,104,X38807,,
902-1952,669703,2022-05-04,902,A41771,,
991-1861,669703,2022-10-17,991,D96404,,
904-1283,669703,2023-06-10,904,X78240,,
105-237,669818,2021-07-15,105,X93740,,
104-2456,669818,2021-10-25,104,P35502,,
101-2600,669837,2021-09-01,101,P39226,PPE,
901-580,669859,2020-04-01,901,X24287,,
902-964,669859,2020-06-20,902,P65174,,
991-1059,669859,2020-10-21,991,A75897,,
101-1115,669997,2020-02-17,101,X44440,,
991-687,669997,2020-05-06,991,X64780,,
101-2454,670037,2021-06-24,101,A29709,,
102-1131,670062,2021-03-22,102,P25424,,
105-270,670062,2021-08-19,105,P45543,EXT,
991-1596,670062,2022-02-11,991,P72786,,
102-611,670083,2020-04-13,102,A88430,DNL,
104-1708,670083,2020-10-07,104,A36217,DNL,
104-800,670107,2019-12-17,104,X57000,PPE,
991-842,670107,2020-07-12,991,A52441,PPE,
902-1932,670217,2022-04-18,902,D18105,,
902-341,670268,2019-08-10,902,P80040,PPD,A
991-521,670268,2020-02-20,991,X81409,,X
104-1418,670268,2020-07-12,104,S22914,,
101-446,670335,2019-06-30,101,X33414,,
901-229,670409,2019-07-15,901,A85630,PPE,
991-281,670409,2019-10-19,991,S74399,,
101-164,670495,2019-03-05,101,A83393,,X
902-348,670495,2019-08-14,902,P13844,PPD,
902-1141,670499,2020-09-21,902,S94350,PPE,
904-247,670499,2021-05-10,904,D14388,,
102-790,670508,2020-08-09,102,X76738,DNL,
902-1213,670577,2020-10-22,902,S98990,DNL,
101-1335,670639,2020-05-03,101,D13937,DNL,
902-980,670639,2020-06-28,902,S50365,,
101-105,670851,2019-02-12,101,P26749,,A
904-351,670858,2021-07-09,904,S31474,,
902-1673,670892,2021-09-19,902,X63173,,
105-552,670892,2022-04-13,105,D54202,PPD,
101-1805,670974,2020-10-08,101,S66828,EXT,
991-1276,670974,2021-03-08,991,D96298,PPE,
901-646,671006,2020-05-18,901,P47740,PPE,
991-1163,671006,2020-12-07,991,D12122,,
902-1927,671084,2022-04-15,902,S13513,PPD,X
101-1007,671166,2020-01-10,101,P99236,DNL,A
102-76,671251,2019-03-27,102,D61655,EXT,
101-2050,671255,2020-12-24,101,S83526,,
904-279,671255,2021-05-31,904,A42369,,
102-403,671293,2019-12-11,102,X60974,,
902-782,671293,2020-04-02,902,S34738,PPD,
101-2013,671340,2020-12-12,101,P41384,,
103-218,671340,2021-05-26,103,P38698,,
904-395,671358,2021-08-03,904,X63256,,
102-1474,671358,2022-01-01,102,S69751,EXT,
102-1516,671367,2022-02-03,102,P19442,DNL,
904-844,671367,2022-05-31,904,X64058,,
103-101,671467,2021-03-05,103,X42351,,
904-275,671467,2021-05-30,904,D72830,EXT,
902-1719,671467,2021-10-19,902,D13433,,
904-910,671547,2022-07-05,904,P70408,,
102-27,671612,2019-01-28,102,D17403,,
101-3603,671716,2022-11-23,101,A37159,,
991-2003,671716,2023-05-28,991,D16506,,
102-1863,671982,2022-11-19,102,A20837,,
902-2280,671982,2023-04-14,902,S34801,DNL,
901-307,672107,2019-09-16,901,X30249,DNL,
104-1242,672107,2020-05-11,104,X83890,,
991-1131,672107,2020-11-28,991,D83406,PPD,
101-115,672275,2019-02-17,101,P82306,,
991-75,672275,2019-06-14,991,D26481,PPD,
991-261,672353,2019-10-12,991,D88458,,
104-904,672353,2020-01-18,104,A59014,DNL,
902-709,672437,2020-02-29,902,S26582,PPD,
991-779,672437,2020-06-15,991,A42552,,
104-601,672438,2019-10-15,104,S22014,,A
102-626,672438,2020-04-23,102,A51810,,
102-1751,672578,2022-08-21,102,X99988,,
904-1102,672578,2022-11-08,904,P25285,,
105-918,672578,2023-03-28,105,P71775,,
901-888,672585,2020-10-20,901,A46513,,
105-129,672585,2021-04-16,105,A18722,,
102-1114,672589,2021-03-08,102,D81855,PPD,
104-432,672641,2019-08-21,104,D53690,PPD,
101-1297,672748,2020-04-21,101,S60105,,
901-503,672877,2020-02-12,901,S64747,,
991-1007,672877,2020-09-25,991,X63299,,
902-70,672882,2019-02-16,902,P84379,,
101-3088,673065,2022-04-07,101,A48080,PPD,
991-1772,673065,2022-07-29,991,A34176,DNL,
105-843,673065,2022-12-16,105,D84637,PPE,
901-204,673078,2019-07-04,901,S83702,,
101-726,673078,2019-10-03,101,A57285,PPD,
901-1283,673114,2021-09-21,901,D89866,,
103-551,673140,2021-12-10,103,X90715,,
105-531,673140,2022-03-25,105,A80821,EXT,A
902-459,673213,2019-10-07,902,P75666,,X
104-944,673213,2020-02-01,104,S20676,,
991-784,673213,2020-06-17,991,X10183,,
101-1998,673238,2020-12-06,101,X15885,DNL,
904-294,673238,2021-06-07,904,D14328,PPD,
101-1280,673264,2020-04-14,101,A89673,,X
104-1678,673264,2020-09-26,104,D30221,,
101-3468,673278,2022-09-19,101,P83926,PPD,
105-868,673278,2023-01-18,105,S34648,PPD,
104-3185,673278,2023-04-27,104,X34152,PPE,
904-577,673385,2021-12-02,904,P98459,,
902-1997,673385,2022-06-02,902,X86427,,X
901-300,673573,2019-09-12,901,A65962,DNL,
991-472,673573,2020-01-24,991,X17982,DNL,A
902-145,673612,2019-04-10,902,A78096,PPD,
104-242,673612,2019-06-09,104,S12741,,
991-395,673612,2019-12-15,991,D49433,DNL,
104-1673,673661,2020-09-25,104,P93543,PPE,
101-2504,673666,2021-07-22,101,P31659,EXT,
105-465,673666,2022-02-05,105,D91371,PPD,
104-1881,673684,2020-11-26,104,P78860,PPD,X
991-1254,673684,2021-02-14,991,A45469,,
904-495,673684,2021-10-05,904,X60788,PPE,
101-1764,673707,2020-09-21,101,P18090,,
992-49,673719,2021-02-28,992,A17542,,
904-533,673719,2021-11-03,904,X73941,,
101-2903,673730,2022-01-17,101,D91279,PPE,
991-1780,673730,2022-08-06,991,D82130,,
992-335,673812,2022-01-28,992,S72295,PPE,
104-2842,673812,2022-07-17,104,D33385,,X
904-1125,673812,2022-11-25,904,X73248,,
101-31,673913,2019-01-15,101,S13741,,
991-110,673913,2019-07-08,991,S99959,PPD,
104-881,673913,2020-01-07,104,X93690,PPE,
902-1081,673913,2020-08-23,902,S26107,EXT,
102-502,673993,2020-02-08,102,S94674,DNL,
104-1452,673993,2020-07-22,104,D82058,,X
991-1102,673993,2020-11-12,991,D11759,,
103-955,674076,2022-09-18,103,S92604,,
991-1931,674076,2023-01-03,991,S32438,,
902-1421,674162,2021-03-02,902,D32853,,
102-436,674240,2020-01-01,102,D63757,EXT,X
102-1731,674244,2022-08-02,102,A81740,PPD,
102-1499,674295,2022-01-20,102,A61176,,
101-3462,674295,2022-09-16,101,X67848,,
102-657,674306,2020-05-17,102,X21244,DNL,X
901-822,674306,2020-09-08,901,X26199,PPE,
101-1815,674459,2020-10-11,101,A66004,,
992-94,674459,2021-05-08,992,X87499,PPE,X
101-2770,674474,2021-11-13,101,X91470,,
105-528,674474,2022-03-24,105,X11154,,
101-2543,674635,2021-08-09,101,D44790,,
901-216,674700,2019-07-10,901,P23532,,
102-375,674700,2019-11-14,102,X39248,,
101-74,674818,2019-02-02,101,A54759,,X
991-27,674818,2019-03-24,991,S86486,EXT,
104-1411,674958,2020-07-10,104,S34236,,
102-562,675129,2020-03-12,102,D54436,,
991-1003,675129,2020-09-24,991,A40626,,
101-2958,675152,2022-02-11,101,D32283,,
103-771,675152,2022-05-15,103,P58370,,
992-532,675152,2022-09-29,992,A33546,DNL,
992-82,675182,2021-04-17,992,X45631,EXT,
901-633,675230,2020-05-08,901,X14330,PPD,
104-1762,675230,2020-10-20,104,A62567,PPD,A
101-1645,675342,2020-08-09,101,A90006,DNL,
101-1905,675357,2020-11-05,101,X10457,EXT,
904-143,675357,2021-03-19,904,A52111,,
105-248,675357,2021-07-25,105,A56467,,
902-111,675421,2019-03-17,902,D42201,,A
991-272,675421,2019-10-15,991,A34635,,A
901-1430,675546,2022-02-20,901,S68673,PPE,X
104-2860,675546,2022-07-31,104,P59398,,X
904-479,675608,2021-09-27,904,X10754,,
101-2525,675684,2021-08-01,101,P54754,,
991-1591,675684,2022-02-05,991,X71357,,
901-107,675755,2019-04-20,901,A12322,,
101-2002,675848,2020-12-08,101,D40380,,
902-588,675978,2019-12-13,902,D38952,,
991-701,675978,2020-05-10,991,A22661,,
104-1553,675978,2020-08-18,104,A19201,DNL,X
104-2283,675988,2021-07-18,104,P31531,EXT,
992-518,676037,2022-09-16,992,A94852,,
101-1374,676206,2020-05-16,101,D32141,,
902-1095,676206,2020-08-31,902,A38762,DNL,X
101-2314,676245,2021-04-17,101,P67912,,
101-719,676294,2019-09-30,101,D50274,,
104-1061,676294,2020-03-11,104,X39289,,
102-99,676304,2019-04-21,102,A81646,,A
104-736,676304,2019-11-28,104,P37641,PPE,
101-1352,676304,2020-05-09,101,X68827,,
902-66,676395,2019-02-14,902,X75089,PPD,
102-1819,676490,2022-10-16,102,A77449,DNL,
103-1203,676490,2023-05-14,103,D83305,,
105-544,676635,2022-04-04,105,A39370,,
104-2220,676760,2021-06-18,104,A96495,EXT,
901-714,676771,2020-07-11,901,S21590,PPD,
991-962,676771,2020-08-30,991,D10430,,
101-3267,676972,2022-06-23,101,D85043,PPE,A
991-501,676995,2020-02-10,991,A28202,PPD,
101-1478,677004,2020-06-17,101,P60624,DNL,A
101-883,677024,2019-11-26,101,D24320,,
102-811,677024,2020-08-25,102,D48320,,
104-266,677025,2019-06-19,104,X25904,,
901-261,677025,2019-08-08,901,X17424,,
101-2476,677079,2021-07-05,101,A96614,PPD,
105-387,677079,2021-11-24,105,S73024,,
101-1803,677105,2020-10-08,101,X78700,,
105-128,677105,2021-04-15,105,D50443,,
104-1137,677110,2020-04-03,104,S68268,DNL,X
902-1336,677163,2021-01-01,902,D85997,PPD,
102-1235,677163,2021-06-16,102,P67741,,
101-2253,677179,2021-03-27,101,P11863,,
901-65,677342,2019-03-13,901,S32043,,
104-291,677342,2019-06-26,104,P94003,,
902-2182,677453,2022-10-25,902,X35086,,X
904-1212,677453,2023-03-01,904,S32890,,
902-263,677508,2019-06-17,902,X49289,,
991-338,677508,2019-11-20,991,X14233,,
992-355,677536,2022-02-15,992,A26845,DNL,
105-641,677536,2022-07-07,105,X94943,,X
902-1210,677538,2020-10-21,902,X51568,,
102-18,677542,2019-01-15,102,A50871,,
101-826,677555,2019-11-03,101,P30877,,X
101-3242,677572,2022-06-13,101,D47014,EXT,
901-1227,677575,2021-07-28,901,X65234,EXT,
901-1057,677692,2021-03-02,901,S33327,,
904-365,677692,2021-07-15,904,X74535,PPE,
901-1465,677916,2022-03-23,901,A34067,DNL,
101-559,678076,2019-08-06,101,X29023,,
102-1812,678168,2022-10-12,102,D85015,,
105-890,678168,2023-02-18,105,S82367,DNL,
992-676,678168,2023-04-20,992,A12822,,
101-2959,678211,2022-02-12,101,D24716,,
105-594,678211,2022-05-16,105,X41371,,A
901-288,678259,2019-09-02,901,D64690,,
101-869,678331,2019-11-19,101,P95625,,
104-1193,678331,2020-04-26,104,X85372,PPD,
101-2416,678361,2021-06-03,101,A76094,,
102-1317,678361,2021-08-22,102,P77780,,X
101-2557,678418,2021-08-13,101,D93485,,
901-1141,678537,2021-05-20,901,X72708,,
101-2937,678745,2022-02-02,101,P66464,,
104-2830,678745,2022-07-07,104,X13924,,
992-548,678745,2022-10-20,992,S16410,,
101-2180,678773,2021-02-27,101,A92801,PPE,
105-261,678773,2021-08-08,105,D41546,,A
904-771,678802,2022-04-16,904,A71513,,
104-3039,678802,2022-11-10,104,A48033,,
992-357,678945,2022-02-16,992,D28899,,
101-3334,679070,2022-07-22,101,P67579,PPE,
991-1937,679070,2023-01-11,991,S74109,,
102-1965,679070,2023-07-27,102,X63220,,
104-3231,679070,2023-11-08,104,A86360,PPE,
102-958,679089,2020-11-20,102,A83227,,A
103-70,679089,2021-02-15,103,D71435,PPD,
992-449,679137,2022-06-28,992,P75657,PPD,
104-2913,679137,2022-08-30,104,P53790,PPD,
104-124,679187,2019-04-12,104,P30134,,
991-361,679187,2019-12-02,991,S80672,,
902-1783,679346,2021-12-06,902,P42149,,A
105-698,679346,2022-08-23,105,X38880,,
104-1443,679455,2020-07-19,104,A34686,DNL,
104-2099,679509,2021-03-25,104,X63971,EXT,
103-239,679509,2021-06-04,103,X97322,,
104-2578,679535,2022-01-15,104,P42231,DNL,
101-3050,679535,2022-03-28,101,A61097,EXT,
101-3366,679563,2022-08-04,101,P32046,,
102-884,679627,2020-10-08,102,S91834,PPE,
904-147,679627,2021-03-20,904,D78666,,
992-248,679627,2021-10-11,992,P17550,DNL,
101-541,679695,2019-08-01,101,D60059,,
991-222,679695,2019-09-15,991,P96093,PPE,
102-174,679810,2019-06-27,102,A50813,PPE,
902-743,679810,2020-03-16,902,A64733,,
991-824,679810,2020-07-04,991,A34784,DNL,
101-926,679903,2019-12-11,101,A18458,,
101-478,679938,2019-07-10,101,P88471,,
104-977,679938,2020-02-14,104,X32326,,A
902-179,679980,2019-04-27,902,A84813,DNL,
901-294,679980,2019-09-09,901,A48818,EXT,
103-978,680054,2022-09-25,103,D23734,,
904-1242,680054,2023-04-02,904,S65416,,
105-970,680054,2023-07-11,105,D47997,,
902-325,680081,2019-08-01,902,P59182,,
104-678,680081,2019-11-07,104,A78432,DNL,
901-749,680182,2020-07-31,901,A46833,,
104-2017,680182,2021-01-26,104,X80087,,
904-854,680187,2022-06-07,904,D19035,PPE,
992-536,680187,2022-10-03,992,S64633,DNL,
105-882,680187,2023-02-05,105,A29295,,
101-2290,680214,2021-04-09,101,P32723,EXT,X
101-45,680333,2019-01-21,101,A82124,,A
104-216,680333,2019-06-01,104,X95589,,
101-2325,680335,2021-04-20,101,D66895,,X
901-421,680462,2019-12-22,901,X73919,,
902-951,680494,2020-06-16,902,P25124,,
101-1485,680525,2020-06-20,101,S50504,,
991-1048,680525,2020-10-11,991,X52691,,
101-2093,680563,2021-01-15,101,S75379,PPD,
104-2647,680601,2022-03-08,104,P45876,,
992-530,680601,2022-09-28,992,P84231,PPE,
101-505,680740,2019-07-21,101,A15015,PPE,X
102-364,680740,2019-11-10,102,S25247,,
104-1491,680789,2020-08-01,104,D93943,,
105-70,680789,2021-02-20,105,D24138,,
901-1358,680803,2021-12-05,901,P49482,PPD,
104-2723,680803,2022-04-28,104,P62395,,
992-578,680803,2022-11-12,992,X23150,,X
102-1166,680910,2021-04-19,102,D36786,,A
992-242,681117,2021-10-03,992,D94176,DNL,
991-1674,681117,2022-05-04,991,S56886,EXT,
992-138,681119,2021-06-19,992,P69295,,
104-2478,681119,2021-11-07,104,D72188,,
102-374,681140,2019-11-14,102,X46228,,
104-53,681221,2019-02-22,104,X94523,EXT,
102-291,681221,2019-09-27,102,A29121,,A
991-349,681221,2019-11-25,991,S37324,PPE,
102-541,681268,2020-02-28,102,P37339,EXT,
101-2997,681344,2022-03-04,101,A10105,PPD,
104-2920,681344,2022-09-03,104,A86655,,
991-1949,681344,2023-02-01,991,P13429,,
104-1851,681415,2020-11-15,104,D93628,DNL,
101-98,681421,2019-02-08,101,X59307,,A
101-2120,681521,2021-01-31,101,P19365,,X
901-469,681626,2020-01-24,901,P42890,EXT,
101-3250,681653,2022-06-18,101,P58987,,
104-1616,681723,2020-09-05,104,S63850,DNL,
902-87,681803,2019-03-03,902,A69825,,
104-490,681803,2019-09-11,104,D24804,,
102-838,681820,2020-09-09,102,A98716,,A
101-1238,681938,2020-03-31,101,S91688,,
991-874,681938,2020-07-23,991,X71715,PPE,
104-1541,682102,2020-08-16,104,D43737,PPE,
105-46,682102,2021-02-04,105,S99907,DNL,X
102-648,682164,2020-05-10,102,A37403,,A
901-335,682196,2019-10-10,901,P38763,,
101-2112,682226,2021-01-25,101,D48916,,
992-497,682269,2022-08-21,992,D36363,PPD,
101-3648,682269,2023-03-18,101,S55813,,X
901-69,682274,2019-03-15,901,X99663,,
103-25,682426,2021-01-17,103,A99263,,
991-1407,682426,2021-08-06,991,X61040,,
991-1631,682445,2022-03-14,991,A48324,PPE,
904-936,682445,2022-07-28,904,D64119,,A
105-845,682445,2022-12-16,105,P84667,PPE,
902-1930,682510,2022-04-17,902,A83905,,
104-3087,682510,2022-12-16,104,D45524,,A
904-1279,682510,2023-05-29,904,D50963,EXT,X
102-1741,682555,2022-08-14,102,A89626,,
904-1051,682593,2022-10-04,904,X21506,,
992-637,682593,2023-02-09,992,S85950,,X
101-2304,682601,2021-04-13,101,X55609,,
105-291,682601,2021-09-02,105,A23997,EXT,
102-274,682827,2019-09-14,102,A52402,PPD,
101-866,682827,2019-11-17,101,A30201,PPE,
901-853,682979,2020-09-28,901,D34828,,
101-1188,683023,2020-03-17,101,X95743,,
104-1608,683023,2020-09-02,104,X38970,,
904-633,683054,2022-01-10,904,D50545,PPD,
901-1513,683054,2022-05-09,901,X24897,,
901-1185,683106,2021-06-27,901,X63659,,
901-1615,683221,2022-07-23,901,X43999,PPD,X
101-3591,683221,2022-11-14,101,D96488,,
102-1845,683239,2022-11-05,102,D60174,,
904-1254,683239,2023-04-17,904,S67733,PPD,
101-2969,683272,2022-02-17,101,P16786,,
104-2761,683333,2022-05-24,104,S71285,DNL,
991-1909,683333,2022-12-08,991,S13760,,
102-725,683381,2020-07-05,102,X48138,,A
104-1957,683381,2020-12-21,104,A57517,DNL,
904-605,683593,2021-12-24,904,P39499,,
992-425,683593,2022-06-04,992,P16361,,X
101-239,683703,2019-04-05,101,D70535,,
102-361,683703,2019-11-09,102,S69679,,
902-130,683711,2019-04-02,902,D71682,,A
104-236,683711,2019-06-05,104,X46007,,A
104-2325,683738,2021-08-12,104,S96440,,
992-313,683738,2022-01-05,992,P83395,,
902-1183,683765,2020-10-06,902,S17210,,
991-1313,683765,2021-04-28,991,A86980,,
992-231,683765,2021-09-21,992,A15836,PPD,
901-882,683813,2020-10-16,901,D66201,PPE,
103-187,683813,2021-05-08,103,D71726,,
101-2610,683838,2021-09-04,101,S31320,,
103-656,683838,2022-02-15,103,P62637,DNL,
104-2719,683838,2022-04-22,104,S83210,,
104-34,683840,2019-02-11,104,D58037,,X
991-100,683840,2019-07-03,991,S65767,,
101-1567,683864,2020-07-12,101,A51036,,
104-1794,683864,2020-10-29,104,D65568,PPE,
904-1097,683934,2022-11-03,904,D65075,PPE,
101-3377,683956,2022-08-09,101,S89927,DNL,X
102-1764,684076,2022-09-03,102,A59383,,
104-189,684104,2019-05-15,104,A58474,,
102-676,684143,2020-05-29,102,P26965,PPD,A
104-1856,684143,2020-11-18,104,A77640,,
904-238,684143,2021-05-05,904,P46623,,
101-2033,684226,2020-12-20,101,S73014,,
992-77,684226,2021-04-11,992,X61727,,
101-3356,684460,2022-07-31,101,S30791,PPD,
101-3104,684553,2022-04-14,101,P21194,EXT,
901-287,684583,2019-08-31,901,A31477,,
104-1032,684583,2020-03-05,104,X37956,,
901-40,684645,2019-02-19,901,S67389,,
101-539,684645,2019-08-01,101,X75145,PPE,
902-288,684669,2019-07-03,902,S38930,DNL,
991-220,684669,2019-09-15,991,A92915,,
101-1017,684737,2020-01-12,101,P14280,PPD,
902-1015,684737,2020-07-16,902,S62989,,
904-12,684737,2021-01-09,904,D79344,,
901-1496,684919,2022-04-24,901,D19727,,
992-574,684919,2022-11-11,992,P52056,,
901-1490,684966,2022-04-22,901,P94535,PPD,
991-1872,684966,2022-10-26,991,X73748,,
101-1058,685270,2020-01-30,101,A26521,,
901-1605,685303,2022-07-15,901,X84591,EXT,
104-2994,685303,2022-10-11,104,X64648,DNL,
103-1124,685303,2023-01-27,103,S53107,PPD,
904-231,685324,2021-05-02,904,X81316,,
101-2254,685332,2021-03-27,101,X91338,PPE,
105-292,685332,2021-09-04,105,P50499,PPE,
103-1000,685350,2022-10-16,103,D42685,DNL,A
104-2644,685450,2022-03-06,104,S38911,,
102-1707,685450,2022-07-08,102,A62263,,
901-1764,685450,2023-01-06,901,S12475,,
101-882,685454,2019-11-26,101,A30832,EXT,
104-1053,685454,2020-03-10,104,A38845,,
992-58,685569,2021-03-08,992,X26814,,
103-475,685569,2021-10-24,103,P42808,PPE,
105-424,685569,2021-12-28,105,S51176,,
102-1860,685581,2022-11-16,102,X61870,,
101-1340,685658,2020-05-05,101,S63569,DNL,
991-855,685658,2020-07-17,991,P45179,DNL,
102-1480,685685,2022-01-04,102,D33796,,
991-1710,685685,2022-06-05,991,P90684,PPD,
104-475,685724,2019-09-06,104,D64141,DNL,
102-315,685724,2019-10-14,102,P72064,EXT,
102-1503,685876,2022-01-23,102,A86962,,A
904-974,685876,2022-08-17,904,S22479,,
105-489,685984,2022-02-17,105,A46245,,
992-511,685984,2022-09-08,992,A28572,,
902-1792,686158,2021-12-15,902,S11913,PPE,
103-622,686158,2022-01-26,103,D28227,,
991-1788,686158,2022-08-14,991,S43887,EXT,
101-2617,686334,2021-09-06,101,D22398,,X
101-3539,686534,2022-10-20,101,S10069,,A
101-3227,686568,2022-06-04,101,X46754,,A
102-1897,686568,2022-12-19,102,A76269,EXT,
103-974,686659,2022-09-24,103,A78111,,A
101-1319,686694,2020-04-27,101,P51796,,
104-1753,686694,2020-10-18,104,A33545,PPE,A
902-887,686734,2020-05-25,902,D17491,,X
102-916,686749,2020-10-30,102,X23289,,X
902-578,686767,2019-12-08,902,P25195,,
101-2126,686774,2021-02-02,101,D42165,,
991-1404,686774,2021-08-03,991,X80380,PPE,
